shot,nped,nwidth,rmse,filename,status,time
83961,3.9705993924697,0.0799523933472962,0.219149535648631,ne@3085.fig,success,3.085
83961,4.00695926557759,0.0707975141522303,0.20739389954214,ne@3086.fig,success,3.086
83961,4.00794054606896,0.0711958221376032,0.188164496860615,ne@3087.fig,success,3.087
83961,4.15581452646414,0.060573214733078,0.200798642063502,ne@3088.fig,success,3.088
83961,4.06886448874261,0.0831357827755823,0.2556950588434,ne@3089.fig,success,3.089
83961,4.08284622708646,0.0697918585192096,0.272683277039756,ne@3090.fig,success,3.09
83961,4.28296677830119,0.0703805145035573,0.252795429952495,ne@3091.fig,success,3.091
83961,4.22116089852139,0.0832419196509939,0.252278100752875,ne@3092.fig,success,3.092
83961,4.12935114766627,0.0772237063174745,0.181115034769613,ne@3093.fig,success,3.093
83961,4.02500118652109,0.0728258190283397,0.179402332931691,ne@3094.fig,success,3.094
83961,4.08094116055883,0.0680312879468577,0.195105386502603,ne@3095.fig,success,3.095
83961,4.09186369417658,0.0705167867925118,0.287935044386249,ne@3096.fig,success,3.096
83961,4.30852369308819,0.102247656917389,0.280842742998511,ne@3097.fig,success,3.097
83961,4.32997086437238,0.0840977992726125,0.229457181175812,ne@3098.fig,success,3.098
83961,4.06827724644594,0.0743675609888712,0.191522553567418,ne@3099.fig,success,3.099
83961,4.18085937706614,0.100729405553552,0.186937298837949,ne@3100.fig,success,3.1
83961,4.33468807127768,0.0873168589508568,0.200678174906198,ne@3101.fig,success,3.101
83961,4.3286030981406,0.0742496783003393,0.0980140500274901,ne@3103.fig,success,3.103
83961,4.21263695472682,0.0722449630942605,0.239832120689438,ne@3104.fig,success,3.104
83961,4.21039010266825,0.0737153197662309,0.18333958718888,ne@3105.fig,success,3.105
83961,4.1278406548623,0.071253309768905,0.151468633165066,ne@3106.fig,success,3.106
83961,4.1444910926542,0.0859595035640918,0.230625894863197,ne@3107.fig,success,3.107
83961,4.3177412909895,0.0794251590741007,0.177130133819126,ne@3108.fig,success,3.108
83961,4.36377348561552,0.0911191809372116,0.210633391175913,ne@3109.fig,success,3.109
83961,4.25138714090345,0.0684704716654863,0.186372668115754,ne@3110.fig,success,3.11
83961,4.12180412814114,0.075927578686867,0.232962376097021,ne@3111.fig,success,3.111
83961,4.39762471461502,0.0811191589110908,0.251843551922964,ne@3112.fig,success,3.112
83961,4.09529413386338,0.0777814363014661,0.197150371982745,ne@3113.fig,success,3.113
83961,4.2586108258485,0.0696828981565451,0.193906367342774,ne@3114.fig,success,3.114
83961,4.2026506087687,0.0859022249774929,0.243826518983664,ne@3115.fig,success,3.115
83961,4.22944470561337,0.0727937461213844,0.234423096934205,ne@3116.fig,success,3.116
83961,4.26949662316679,0.0767581686845762,0.226144912710789,ne@3118.fig,success,3.118
83961,4.18217365202349,0.052927094993347,0.202574942664937,ne@3119.fig,success,3.119
83961,4.24642730635674,0.0848941346038238,0.191950788867253,ne@3120.fig,success,3.12
83961,4.45054958112317,0.0824751030787491,0.264135014978378,ne@3121.fig,success,3.121
83961,4.23577740699581,0.0790700935773093,0.191657487918455,ne@3122.fig,success,3.122
83961,4.3150272465197,0.0966068577112012,0.256429298088619,ne@3123.fig,success,3.123
83961,4.42456755353275,0.0642988946249136,0.261134647661707,ne@3124.fig,success,3.124
83961,4.27912540330495,0.0683148091384505,0.231585537487729,ne@3125.fig,success,3.125
83961,4.30358629314042,0.0974837740144843,0.202206708170957,ne@3126.fig,success,3.126
83961,4.42256722782788,0.0894441297961036,0.250126101129204,ne@3127.fig,success,3.127
83961,4.34821275648123,0.0773611975488511,0.249459406129217,ne@3128.fig,success,3.128
83961,4.46793403852095,0.0791993796146063,0.0987208572123285,ne@3129.fig,success,3.129
83961,4.13952975105936,0.0859061312236332,0.24397603430176,ne@3130.fig,success,3.13
83961,4.36301229213514,0.0793525617616542,0.213920856153445,ne@3131.fig,success,3.131
83961,4.39219147461701,0.108419128162097,0.22999723475484,ne@3132.fig,success,3.132
83961,4.29952401269322,0.0893452991247241,0.255951640014305,ne@3133.fig,success,3.133
83961,4.32697294783104,0.083563809450457,0.264743679268387,ne@3134.fig,success,3.134
83961,4.32534053679234,0.0882852768062762,0.244836229344018,ne@3135.fig,success,3.135
83961,4.41295949475338,0.0892445016222133,0.233663423857697,ne@3136.fig,success,3.136
83961,4.23362109880753,0.0704696474802427,0.157925282061058,ne@3137.fig,success,3.137
83961,4.34825080871915,0.0820474034204202,0.175733200155828,ne@3138.fig,success,3.138
83961,4.39711911265186,0.0901106630202625,0.18791924921887,ne@3139.fig,success,3.139
83961,4.53283847770393,0.0852370033208158,0.269578526577892,ne@3140.fig,success,3.14
83961,4.59054172068819,0.0927887881505187,0.260162161934066,ne@3141.fig,success,3.141
83961,4.33094391048816,0.0713480995329136,0.256388330926547,ne@3142.fig,success,3.142
83961,4.36005441469555,0.0870201632628791,0.137697659077798,ne@3143.fig,success,3.143
83961,4.25023925039906,0.0842122358550177,0.21797264489065,ne@3144.fig,success,3.144
83961,4.58063792777495,0.106468860227584,0.242412422135343,ne@3145.fig,success,3.145
83961,4.45512187204639,0.0820052726526574,0.268942174278149,ne@3146.fig,success,3.146
83961,4.3220066185487,0.0894721278423443,0.187453468930356,ne@3147.fig,success,3.147
83961,4.43855715762473,0.0950750863797041,0.228087259896459,ne@3148.fig,success,3.148
83961,4.58325140735171,0.103949283408871,0.225072247566353,ne@3151.fig,success,3.151
83961,4.35998456202194,0.0800112928676173,0.224977204971148,ne@3152.fig,success,3.152
83961,4.62673081597062,0.0823784495021202,0.234544624616182,ne@3153.fig,success,3.153
83961,4.66874488336366,0.113991760534659,0.160664007282846,ne@3154.fig,success,3.154
83961,4.5121435688786,0.0677228920060036,0.235618230234269,ne@3155.fig,success,3.155
83961,4.48332574303709,0.0832881461972954,0.162904073743354,ne@3156.fig,success,3.156
83961,4.64935498699869,0.0887586844859106,0.268610497989792,ne@3157.fig,success,3.157
83961,4.65290948996971,0.0890130865015623,0.208888108978138,ne@3158.fig,success,3.158
83961,4.52520099291925,0.0880557689484442,0.155251982088034,ne@3159.fig,success,3.159
83961,4.51472794747503,0.0974711784474344,0.25238805972088,ne@3161.fig,success,3.161
83961,4.5711793740573,0.105708691793129,0.269973185451667,ne@3162.fig,success,3.162
83961,4.77839149920885,0.104551456243182,0.236114856924979,ne@3163.fig,success,3.163
83961,4.28114891696228,0.0770213980667184,0.188887324422838,ne@3164.fig,success,3.164
83961,4.76768898118044,0.113256495409248,0.285549355361942,ne@3165.fig,success,3.165
83961,4.71247317153562,0.0953555814925169,0.211524261737904,ne@3166.fig,success,3.166
83961,4.49225695962401,0.0905556597621301,0.189334210774593,ne@3168.fig,success,3.168
83961,4.66732342672324,0.11589815485873,0.265791471856942,ne@3169.fig,success,3.169
83961,4.39508581420902,0.0842441109574063,0.263707929706924,ne@3170.fig,success,3.17
83961,4.61468979766552,0.0911284140477963,0.227338684832228,ne@3171.fig,success,3.171
83961,4.33231869875559,0.0540635651700599,0.23269482284861,ne@3172.fig,success,3.172
83961,4.65710807722164,0.0908271404278127,0.255092002324034,ne@3173.fig,success,3.173
83961,4.31398673607527,0.0791292013693397,0.209427196362548,ne@3174.fig,success,3.174
83961,4.48116753101858,0.0991586450094546,0.151139401319919,ne@3176.fig,success,3.176
83961,4.46767306382556,0.0997841514339332,0.284785374231471,ne@3177.fig,success,3.177
83961,4.44997077647911,0.0918283098670394,0.200246934662559,ne@3178.fig,success,3.178
83961,4.38119992471909,0.0983426355506284,0.272624797510821,ne@3179.fig,success,3.179
83961,4.73347454466083,0.100703337980725,0.277816938473374,ne@3180.fig,success,3.18
83961,4.71500824994068,0.108841958579907,0.232320524227222,ne@3182.fig,success,3.182
83961,4.39349027689066,0.0725160947664294,0.188891835502854,ne@3183.fig,success,3.183
83961,4.65098848700484,0.113634552407969,0.277011921177882,ne@3184.fig,success,3.184
83961,4.51357050082576,0.0849402872288685,0.263981124589007,ne@3185.fig,success,3.185
83961,4.65776097219033,0.0811548389753364,0.190234999432259,ne@3186.fig,success,3.186
83961,4.59438112568559,0.0765942127360996,0.193213341072765,ne@3187.fig,success,3.187
83961,4.62760895209762,0.0816883462447379,0.176563560569155,ne@3188.fig,success,3.188
83961,4.58597185760083,0.0925040252873939,0.186656322420852,ne@3189.fig,success,3.189
83961,4.56282079649811,0.123112784157027,0.196777523437579,ne@3190.fig,success,3.19
83961,4.50847006244045,0.10847526993269,0.193458739373142,ne@3192.fig,success,3.192
83961,4.46179657915446,0.0971476397557646,0.231902514253414,ne@3193.fig,success,3.193
83961,4.68785632968105,0.110207490604736,0.251044161510828,ne@3194.fig,success,3.194
83961,4.5842647205058,0.122870529397782,0.186155893108584,ne@3195.fig,success,3.195
83961,4.45323763928606,0.113261432330241,0.258781854805053,ne@3196.fig,success,3.196
83961,4.59300917955854,0.0787495878438439,0.259097744851104,ne@3198.fig,success,3.198
83961,4.85374443905442,0.104848787705723,0.199738520061381,ne@3199.fig,success,3.199
83961,4.68722369606303,0.0930591291307564,0.277345953657516,ne@3200.fig,success,3.2
