shot	nped	nwidth	rmse	filename	status
83961	3.27552644186494	0.047748297159983	0.196458852782472	ne@2998.fig	success
83961	3.26844418645688	0.0523362367815814	0.224414216719222	ne@2999.fig	success
83961	3.19386018290625	0.0409912269798269	0.218271773492884	ne@3000.fig	success
83961	3.19579696430522	0.0445848274323989	0.239526301371557	ne@3001.fig	success
83961	3.2671985451769	0.041333912606428	0.262031479657006	ne@3002.fig	success
83961	3.24486977773774	0.0316741511899568	0.226705565145107	ne@3003.fig	success
83961	3.25022717102746	0.0510325695205585	0.246311402631266	ne@3004.fig	success
83961	3.25149053893971	0.051543927127749	0.215111240511733	ne@3005.fig	success
83961	3.41426333720591	0.0570530948349089	0.204142868822246	ne@3006.fig	success
83961	3.32983685342162	0.0712127519941271	0.290174883513491	ne@3007.fig	success
83961	3.37082692515935	0.0608918609698891	0.195981695259082	ne@3008.fig	success
83961	3.34609825026961	0.0714262235121567	0.225470788068931	ne@3009.fig	success
83961	3.42324221212614	0.0611120795134096	0.195593142061947	ne@3010.fig	success
83961	3.39115716703993	0.0491810837995734	0.205439680236309	ne@3011.fig	success
83961	3.41953680899432	0.049877478243066	0.166672348979395	ne@3012.fig	success
83961	3.36794872868114	0.0642745851797448	0.118107775762399	ne@3013.fig	success
83961	3.30605712426944	0.0389607262690789	0.211697289221807	ne@3014.fig	success
83961	3.37724822068861	0.050269749742215	0.217041239839982	ne@3015.fig	success
83961	3.79397822543263	0.0145411326017866	0.454233991828119	ne@3016.fig	success
83961	3.24535735108265	0.0545909906694963	0.223291114070987	ne@3017.fig	success
83961	3.36703954135244	0.0543466240898545	0.236528465257894	ne@3018.fig	success
83961	3.40367756007643	0.0603464620205675	0.179572613847499	ne@3019.fig	success
83961	3.39203640187599	0.0579520911138775	0.188456818855105	ne@3020.fig	success
83961	3.43383852529125	0.0666316797298719	0.165765567318872	ne@3021.fig	success
83961	3.40637294802767	0.0662415596138406	0.182067243760347	ne@3022.fig	success
83961	3.46712972126207	0.0606445537795904	0.219526435293923	ne@3023.fig	success
83961	3.3866487990192	0.0533209106075762	0.174456364464796	ne@3024.fig	success
83961	3.38367588629146	0.0553688349529425	0.147943611078171	ne@3025.fig	success
83961	3.37389776076581	0.0605475381782121	0.216332692006045	ne@3026.fig	success
83961	3.34413668418649	0.0549390972412381	0.221430002866798	ne@3027.fig	success
83961	3.36014660948752	0.0471899678616776	0.22090072250905	ne@3028.fig	success
83961	3.27882944400184	0.0491790329179779	0.243783269700069	ne@3029.fig	success
83961	3.33675155259867	0.0546542697912677	0.286732833790871	ne@3030.fig	success
83961	3.62526577063579	0.0819708798261398	0.241049205127595	ne@3031.fig	success
83961	3.49740451709019	0.0579867861234514	0.235903758099751	ne@3032.fig	success
83961	3.33894782733796	0.0595632748693317	0.211718338090756	ne@3033.fig	success
83961	3.36440082049661	0.0490699383444303	0.246278387020622	ne@3034.fig	success
83961	3.49564252732814	0.0616847262103238	0.269521792448251	ne@3035.fig	success
83961	3.37312866426203	0.0566545964061282	0.232888442827411	ne@3036.fig	success
83961	3.26543608106774	0.038119016334562	0.205973169815085	ne@3037.fig	success
83961	3.57848343691776	0.0626421621954601	0.152151084110804	ne@3038.fig	success
83961	3.45586805230331	0.0542514320555669	0.267551433105403	ne@3039.fig	success
83961	3.54741936989897	0.0657161505226468	0.245790286987623	ne@3040.fig	success
83961	3.54267030754355	0.0612518137292633	0.230919552553764	ne@3041.fig	success
83961	0.930166397388971	0.122159792349199	0.766461452294926	ne@3042.fig	success
83961	3.57716063091774	0.0740688380922698	0.30308672286737	ne@3043.fig	success
83961	3.70284528769254	0.0625166441883635	0.258389146416797	ne@3044.fig	success
83961	3.70248474948711	0.0601116722985943	0.236890056376375	ne@3045.fig	success
83961	3.56698562292727	0.0408447150123498	0.143265981002656	ne@3046.fig	success
83961	3.76745555301633	0.0544359178954187	0.220469905869688	ne@3047.fig	success
83961	3.800774039794	0.0570260481667992	0.234570750557936	ne@3048.fig	success
83961	3.83155230243256	0.0592973950026463	0.166283399852648	ne@3049.fig	success
83961	3.88660059400126	0.0718041902565763	0.263365451459631	ne@3050.fig	success
83961	3.77895381987952	0.0622943044035065	0.225979578455672	ne@3051.fig	success
83961	3.63322192798487	0.0508604295573834	0.167562527809988	ne@3052.fig	success
83961	3.63284683121595	0.0549422397445378	0.157611393882404	ne@3053.fig	success
83961	3.75760225239336	0.0594762623932689	0.225009136254945	ne@3054.fig	success
83961	3.79288893085345	0.0689989353933317	0.218828083494244	ne@3055.fig	success
83961	3.80478738703596	0.0508989792406703	0.270506017770354	ne@3056.fig	success
83961	3.66653165163199	0.0433422022065355	0.222939778751459	ne@3057.fig	success
83961	3.69363332252022	0.068798134846612	0.11746784613055	ne@3058.fig	success
83961	4.04054428079655	0.0624359974481143	0.270161993775204	ne@3059.fig	success
83961	3.98826729763509	0.0540873363206431	0.185958070861702	ne@3060.fig	success
83961	3.96128019068952	0.0740290689589615	0.221477220354064	ne@3061.fig	success
83961	3.93646178688134	0.0766293080721664	0.175891586743654	ne@3062.fig	success
83961	3.77510864567724	0.0581080257292023	0.169455583251503	ne@3063.fig	success
83961	3.73442515119135	0.0792574498863991	0.136896691663185	ne@3064.fig	success
83961	4.0551894459821	0.0716554923676683	0.319968812683719	ne@3065.fig	success
83961	3.92555333405518	0.0671976488174858	0.225777536378589	ne@3066.fig	success
83961	3.97120339546406	0.0666121876114951	0.169699571198266	ne@3067.fig	success
83961	4.05673243038566	0.0599944413840252	0.220873877233377	ne@3068.fig	success
83961	3.83286259651938	0.0584334994305118	0.15329939111086	ne@3069.fig	success
83961	4.04371222425016	0.0571537732965904	0.308058078884418	ne@3070.fig	success
83961	4.01406144819923	0.0677670374913949	0.252744999592102	ne@3071.fig	success
83961	4.11818155483358	0.084974258613347	0.26387061215104	ne@3072.fig	success
83961	4.21984413647705	0.068042144036418	0.308269497237462	ne@3073.fig	success
83961	3.77619608485544	0.0630582274539351	0.213195986706125	ne@3074.fig	success
83961	4.12803347369636	0.0674213190156951	0.268080141441879	ne@3075.fig	success
83961	4.06759349162788	0.067974671466578	0.199890357115314	ne@3076.fig	success
83961	4.03193932914634	0.0697927648249527	0.25210756305873	ne@3077.fig	success
83961	4.11452992404066	0.0638385812664499	0.177201443243866	ne@3078.fig	success
83961	4.16305692225746	0.0773868881604597	0.248874994178915	ne@3079.fig	success
83961	4.14392940732437	0.0787350671417472	0.300870370654648	ne@3080.fig	success
83961	4.16529011531692	0.0676073111542177	0.255808491345872	ne@3081.fig	success
83961	4.17934765948355	0.0708016508345409	0.199016058042613	ne@3082.fig	success
83961	4.37970697876672	0.118951971167415	0.16454379839135	ne@3083.fig	success
83961	4.1320471576778	0.0876478231403959	0.267309588264801	ne@3084.fig	success
83961	3.9705993924697	0.0799523933472962	0.219149535648631	ne@3085.fig	success
83961	4.00695926557759	0.0707975141522303	0.20739389954214	ne@3086.fig	success
83961	4.00794054606896	0.0711958221376032	0.188164496860615	ne@3087.fig	success
83961	4.15581452646414	0.060573214733078	0.200798642063502	ne@3088.fig	success
83961	4.06886448874261	0.0831357827755823	0.2556950588434	ne@3089.fig	success
83961	4.08284622708646	0.0697918585192096	0.272683277039756	ne@3090.fig	success
83961	4.28296677830119	0.0703805145035573	0.252795429952495	ne@3091.fig	success
83961	4.22116089852139	0.0832419196509939	0.252278100752875	ne@3092.fig	success
83961	4.12935114766627	0.0772237063174745	0.181115034769613	ne@3093.fig	success
83961	4.02500118652109	0.0728258190283397	0.179402332931691	ne@3094.fig	success
83961	4.08094116055883	0.0680312879468577	0.195105386502603	ne@3095.fig	success
83961	4.09186369417658	0.0705167867925118	0.287935044386249	ne@3096.fig	success
83961	4.30852369308819	0.102247656917389	0.280842742998511	ne@3097.fig	success
83961	4.32997086437238	0.0840977992726125	0.229457181175812	ne@3098.fig	success
83961	4.06827724644594	0.0743675609888712	0.191522553567418	ne@3099.fig	success
83961	4.18085937706614	0.100729405553552	0.186937298837949	ne@3100.fig	success
83961	4.33468807127768	0.0873168589508568	0.200678174906198	ne@3101.fig	success
83961	4.4933957806612	0.0968710924453434	0.304352237656354	ne@3102.fig	success
83961	4.3286030981406	0.0742496783003393	0.0980140500274901	ne@3103.fig	success
83961	4.21263695472682	0.0722449630942605	0.239832120689438	ne@3104.fig	success
83961	4.21039010266825	0.0737153197662309	0.18333958718888	ne@3105.fig	success
83961	4.1278406548623	0.071253309768905	0.151468633165066	ne@3106.fig	success
83961	4.1444910926542	0.0859595035640918	0.230625894863197	ne@3107.fig	success
83961	4.3177412909895	0.0794251590741007	0.177130133819126	ne@3108.fig	success
83961	4.36377348561552	0.0911191809372116	0.210633391175913	ne@3109.fig	success
83961	4.25138714090345	0.0684704716654863	0.186372668115754	ne@3110.fig	success
83961	4.12180412814114	0.075927578686867	0.232962376097021	ne@3111.fig	success
83961	4.39762471461502	0.0811191589110908	0.251843551922964	ne@3112.fig	success
83961	4.09529413386338	0.0777814363014661	0.197150371982745	ne@3113.fig	success
83961	4.2586108258485	0.0696828981565451	0.193906367342774	ne@3114.fig	success
83961	4.2026506087687	0.0859022249774929	0.243826518983664	ne@3115.fig	success
83961	4.22944470561337	0.0727937461213844	0.234423096934205	ne@3116.fig	success
83961	4.31362688620587	0.0926969733219811	0.344754653322988	ne@3117.fig	success
83961	4.26949662316679	0.0767581686845762	0.226144912710789	ne@3118.fig	success
83961	4.18217365202349	0.052927094993347	0.202574942664937	ne@3119.fig	success
83961	4.24642730635674	0.0848941346038238	0.191950788867253	ne@3120.fig	success
83961	4.45054958112317	0.0824751030787491	0.264135014978378	ne@3121.fig	success
83961	4.23577740699581	0.0790700935773093	0.191657487918455	ne@3122.fig	success
83961	4.3150272465197	0.0966068577112012	0.256429298088619	ne@3123.fig	success
83961	4.42456755353275	0.0642988946249136	0.261134647661707	ne@3124.fig	success
83961	4.27912540330495	0.0683148091384505	0.231585537487729	ne@3125.fig	success
83961	4.30358629314042	0.0974837740144843	0.202206708170957	ne@3126.fig	success
83961	4.42256722782788	0.0894441297961036	0.250126101129204	ne@3127.fig	success
83961	4.34821275648123	0.0773611975488511	0.249459406129217	ne@3128.fig	success
83961	4.46793403852095	0.0791993796146063	0.0987208572123285	ne@3129.fig	success
83961	4.13952975105936	0.0859061312236332	0.24397603430176	ne@3130.fig	success
83961	4.36301229213514	0.0793525617616542	0.213920856153445	ne@3131.fig	success
83961	4.39219147461701	0.108419128162097	0.22999723475484	ne@3132.fig	success
83961	4.29952401269322	0.0893452991247241	0.255951640014305	ne@3133.fig	success
83961	4.32697294783104	0.083563809450457	0.264743679268387	ne@3134.fig	success
83961	4.32534053679234	0.0882852768062762	0.244836229344018	ne@3135.fig	success
83961	4.41295949475338	0.0892445016222133	0.233663423857697	ne@3136.fig	success
83961	4.23362109880753	0.0704696474802427	0.157925282061058	ne@3137.fig	success
83961	4.34825080871915	0.0820474034204202	0.175733200155828	ne@3138.fig	success
83961	4.39711911265186	0.0901106630202625	0.18791924921887	ne@3139.fig	success
83961	4.53283847770393	0.0852370033208158	0.269578526577892	ne@3140.fig	success
83961	4.59054172068819	0.0927887881505187	0.260162161934066	ne@3141.fig	success
83961	4.33094391048816	0.0713480995329136	0.256388330926547	ne@3142.fig	success
83961	4.36005441469555	0.0870201632628791	0.137697659077798	ne@3143.fig	success
83961	4.25023925039906	0.0842122358550177	0.21797264489065	ne@3144.fig	success
83961	4.58063792777495	0.106468860227584	0.242412422135343	ne@3145.fig	success
83961	4.45512187204639	0.0820052726526574	0.268942174278149	ne@3146.fig	success
83961	4.3220066185487	0.0894721278423443	0.187453468930356	ne@3147.fig	success
83961	4.43855715762473	0.0950750863797041	0.228087259896459	ne@3148.fig	success
83961	4.55709709965626	0.0820088217963103	0.382703107024557	ne@3149.fig	success
83961	4.60710433782684	0.0928482491888995	0.304063074011491	ne@3150.fig	success
83961	4.58325140735171	0.103949283408871	0.225072247566353	ne@3151.fig	success
83961	4.35998456202194	0.0800112928676173	0.224977204971148	ne@3152.fig	success
83961	4.62673081597062	0.0823784495021202	0.234544624616182	ne@3153.fig	success
83961	4.66874488336366	0.113991760534659	0.160664007282846	ne@3154.fig	success
83961	4.5121435688786	0.0677228920060036	0.235618230234269	ne@3155.fig	success
83961	4.48332574303709	0.0832881461972954	0.162904073743354	ne@3156.fig	success
83961	4.64935498699869	0.0887586844859106	0.268610497989792	ne@3157.fig	success
83961	4.65290948996971	0.0890130865015623	0.208888108978138	ne@3158.fig	success
83961	4.52520099291925	0.0880557689484442	0.155251982088034	ne@3159.fig	success
83961	4.65674859148932	0.0875605168834952	0.328931332154121	ne@3160.fig	success
83961	4.51472794747503	0.0974711784474344	0.25238805972088	ne@3161.fig	success
83961	4.5711793740573	0.105708691793129	0.269973185451667	ne@3162.fig	success
83961	4.77839149920885	0.104551456243182	0.236114856924979	ne@3163.fig	success
83961	4.28114891696228	0.0770213980667184	0.188887324422838	ne@3164.fig	success
83961	4.76768898118044	0.113256495409248	0.285549355361942	ne@3165.fig	success
83961	4.71247317153562	0.0953555814925169	0.211524261737904	ne@3166.fig	success
83961	1.08111151106316	0.228820367271438	0.8530993220601	ne@3167.fig	success
83961	4.49225695962401	0.0905556597621301	0.189334210774593	ne@3168.fig	success
83961	4.66732342672324	0.11589815485873	0.265791471856942	ne@3169.fig	success
83961	4.39508581420902	0.0842441109574063	0.263707929706924	ne@3170.fig	success
83961	4.61468979766552	0.0911284140477963	0.227338684832228	ne@3171.fig	success
83961	4.33231869875559	0.0540635651700599	0.23269482284861	ne@3172.fig	success
83961	4.65710807722164	0.0908271404278127	0.255092002324034	ne@3173.fig	success
83961	4.31398673607527	0.0791292013693397	0.209427196362548	ne@3174.fig	success
83961	4.82547039303879	0.115937428737525	0.316010311613106	ne@3175.fig	success
83961	4.48116753101858	0.0991586450094546	0.151139401319919	ne@3176.fig	success
83961	4.46767306382556	0.0997841514339332	0.284785374231471	ne@3177.fig	success
83961	4.44997077647911	0.0918283098670394	0.200246934662559	ne@3178.fig	success
83961	4.38119992471909	0.0983426355506284	0.272624797510821	ne@3179.fig	success
83961	4.73347454466083	0.100703337980725	0.277816938473374	ne@3180.fig	success
83961	4.59547193139011	0.098591863648704	0.377426536933284	ne@3181.fig	success
83961	4.71500824994068	0.108841958579907	0.232320524227222	ne@3182.fig	success
83961	4.39349027689066	0.0725160947664294	0.188891835502854	ne@3183.fig	success
83961	4.65098848700484	0.113634552407969	0.277011921177882	ne@3184.fig	success
83961	4.51357050082576	0.0849402872288685	0.263981124589007	ne@3185.fig	success
83961	4.65776097219033	0.0811548389753364	0.190234999432259	ne@3186.fig	success
83961	4.59438112568559	0.0765942127360996	0.193213341072765	ne@3187.fig	success
83961	4.62760895209762	0.0816883462447379	0.176563560569155	ne@3188.fig	success
83961	4.58597185760083	0.0925040252873939	0.186656322420852	ne@3189.fig	success
83961	4.56282079649811	0.123112784157027	0.196777523437579	ne@3190.fig	success
83961	4.97116228494414	0.118565206396023	0.305400474373763	ne@3191.fig	success
83961	4.50847006244045	0.10847526993269	0.193458739373142	ne@3192.fig	success
83961	4.46179657915446	0.0971476397557646	0.231902514253414	ne@3193.fig	success
83961	4.68785632968105	0.110207490604736	0.251044161510828	ne@3194.fig	success
83961	4.5842647205058	0.122870529397782	0.186155893108584	ne@3195.fig	success
83961	4.45323763928606	0.113261432330241	0.258781854805053	ne@3196.fig	success
83961	4.70368651540106	0.0901097146327375	0.341021472962511	ne@3197.fig	success
83961	4.59300917955854	0.0787495878438439	0.259097744851104	ne@3198.fig	success
83961	4.85374443905442	0.104848787705723	0.199738520061381	ne@3199.fig	success
83961	4.68722369606303	0.0930591291307564	0.277345953657516	ne@3200.fig	success
